Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	stationaryDist[1]	stationaryDist[2]	tree_length
9972	-196.139	-254.4265	58.28754	0.0208421	0.0446444	0.0276754	0.0243717	0.0403833	0.0232855	0.00320911	0.0215819	0.125331	0.0013037	0.0420753	0.0170225	0.073754	0.00654532	0.0111926	0.0228793	0.0355722	0.187082	0.0415105	0.0572032	0.0220621	0.0250582	0.00266727	0.00279176	0.00536917	0.21771	0.0487637	0.0713014	0.054149	0.0108289	0.0280096	0.0616134	0.137607	0.014238	0.070259	0.00526582	0.0443763	0.111661	0.0109552	0.108427	0.00309125	0.00669868	0.298262	0.0998494	0.0571028	0.0142983	0.00452321	0.4856585	1.514341	0.00474722	0.0735857	0.443058	2.25704	13.5896	210.65	3.86856	3.11812	0.00881494	0.0188819	0.011705	0.0103078	0.0170797	0.00984834	0.00135726	0.00912784	0.0530073	0.000551386	0.0177953	0.00719949	0.0311935	0.00276828	0.00473378	0.00967656	0.0150449	0.0791244	0.0175564	0.0241935	0.00933093	0.0105981	0.00112809	0.00118075	0.00227083	0.0920782	0.0206241	0.0301562	0.0229018	0.00457998	0.0118464	0.0260587	0.0581994	0.0060218	0.0297153	0.00222712	0.0187685	0.0472257	0.0046334	0.0458581	0.00130741	0.00283314	0.126147	0.0422302	0.024151	0.00604732	0.00191304	0.757171	0.242829	2.364404
10008	-184.7055	-248.6709	63.96538	0.0230932	0.0776594	0.0257085	0.0192772	0.0395784	0.0831951	0.00101643	0.014795	0.0277033	0.0104211	0.0418944	0.000395992	0.0136823	0.00454397	0.0150891	0.00594882	0.00154081	0.00750989	0.0476363	0.0627015	0.0367671	0.0227325	0.0082129	0.00391225	0.0587019	0.0110503	0.00419688	0.00245289	0.00619065	0.0117038	0.000213191	0.0135107	0.0438112	0.0107613	0.015628	0.0044193	0.00812353	0.0264019	0.00906735	0.0129461	0.00243691	0.00636627	0.0421042	0.000681116	0.00781382	0.00124719	0.000576468	1.427193	0.5728067	0.04359	0.216983	0.620836	1.61073	4.60866	22.9411	2.265323	0.4013519	0.0257903	0.0867296	0.0287111	0.0215287	0.0442009	0.0929118	0.00113514	0.016523	0.0309388	0.0116382	0.0467875	0.000442242	0.0152803	0.00507468	0.0168514	0.00664361	0.00172077	0.00838701	0.0531999	0.0700246	0.0410613	0.0253876	0.00917212	0.00436918	0.0655579	0.012341	0.00468705	0.00273938	0.00691368	0.0130707	0.00023809	0.0150887	0.0489281	0.0120181	0.0174533	0.00493545	0.00907232	0.0294854	0.0101264	0.0144581	0.00272152	0.00710982	0.0470217	0.000760666	0.00872643	0.00139286	0.000643797	0.286403	0.713597	0.89542
10044	-172.7378	-234.4069	61.66912	0.0110244	0.00411125	0.0289762	0.020254	0.0333047	0.0422368	0.0146778	0.00625735	0.00782798	0.00155757	0.0367717	0.00489325	0.031269	0.00320997	0.000974312	0.00726785	0.0545885	0.010581	0.0177372	0.0215553	0.00315043	0.0260852	0.00689932	0.0261584	0.0227901	0.0172908	0.0201859	0.00706609	0.0176827	0.0282105	0.0197994	0.0453514	0.0314826	0.0366051	0.00485151	0.025179	0.00855085	0.0165998	0.0163536	0.0267366	0.0281994	0.00334129	0.0491526	0.0394929	0.00760565	0.00643893	0.00254513	0.5542475	1.445752	0.0248199	0.164869	0.569852	1.75484	6.0654	40.2902	2.672541	2.608496	0.0122102	0.00455347	0.032093	0.0224327	0.0368871	0.04678	0.0162567	0.00693042	0.00866999	0.00172511	0.0407271	0.0054196	0.0346325	0.00355525	0.00107911	0.00804962	0.0604603	0.0117192	0.0196451	0.0238739	0.00348931	0.028891	0.00764145	0.0289721	0.0252415	0.0191507	0.0223572	0.00782615	0.0195847	0.031245	0.0219291	0.0502296	0.0348691	0.0405425	0.00537336	0.0278874	0.00947063	0.0183854	0.0181127	0.0296126	0.0312327	0.00370069	0.0544397	0.043741	0.00842375	0.00713154	0.0028189	0.722876	0.277124	0.9028815
10080	-180.8251	-243.9343	63.10914	0.0133134	0.0390985	0.0529252	0.0389291	0.0172321	0.0111024	0.0171466	0.0220782	0.0514702	0.00555671	0.010858	0.0129237	0.0486687	0.0302554	0.0015307	0.0243071	0.00198104	0.0457642	0.00599749	0.0388321	0.0585365	0.0607422	0.00721059	0.0400721	0.130119	0.0146175	0.00245115	0.0444102	0.0727438	0.0218874	0.00119398	0.0832547	0.0270466	0.0634686	0.0863967	0.0203942	0.0128188	0.041451	0.0103343	0.00332878	0.0465129	0.0139474	0.00263914	0.0203736	0.0895893	0.0190147	0.0341809	1.072027	0.9279726	0.0906043	0.310026	0.693946	1.44103	3.22553	11.037	1.736272	0.865624	0.00876625	0.0257446	0.0348489	0.0256331	0.0113466	0.00731046	0.0112903	0.0145375	0.0338908	0.00365884	0.00714948	0.00850967	0.0320462	0.0199218	0.00100789	0.0160052	0.00130442	0.0301337	0.00394908	0.0255692	0.0385437	0.039996	0.00474785	0.0263857	0.0856772	0.00962496	0.00161397	0.0292421	0.0478985	0.0144119	0.000786185	0.0548195	0.0178089	0.0417912	0.0568883	0.0134287	0.00844063	0.0272936	0.00680466	0.00219185	0.0306267	0.00918376	0.00173775	0.0134151	0.0589906	0.0125203	0.0225066	0.463986	0.536014	1.518707
10116	-186.2298	-247.7153	61.48552	0.048931	0.0159377	0.100566	0.0439274	0.100674	0.123039	0.00800106	0.0409035	0.0258388	0.0403495	0.0837626	0.00675938	0.113264	0.0084586	0.00885991	0.0273793	0.0131448	0.21183	0.0495537	0.13638	0.0125793	0.039273	0.0210469	0.0937338	0.102958	0.0757077	0.00996335	0.0887282	0.0254065	0.00683782	0.0308231	0.0294317	0.0644939	0.034944	0.191967	0.0354125	0.00937589	0.0168514	0.0821821	0.0719422	0.0218527	0.0328066	0.0332235	0.0525089	0.0235907	0.0239487	0.0532116	1.208671	0.791329	0.0499122	0.231799	0.633763	1.57788	4.31408	20.0352	2.167392	0.65471	0.0196324	0.00639463	0.0403498	0.0176248	0.0403929	0.0493666	0.00321023	0.0164115	0.0103672	0.0161893	0.0336077	0.00271204	0.0454445	0.00339381	0.00355482	0.0109853	0.00527403	0.0849917	0.0198822	0.0547193	0.00504714	0.0157573	0.00844456	0.0376084	0.0413095	0.0303759	0.00399756	0.0356001	0.0101937	0.00274351	0.012367	0.0118088	0.0258766	0.0140204	0.0770221	0.0142084	0.00376185	0.00676123	0.0329736	0.0288651	0.00876788	0.0131629	0.0133301	0.0210679	0.0094652	0.00960885	0.0213499	0.395664	0.604336	2.492362
10152	-190.3989	-252.3827	61.9838	0.00945058	0.0292511	0.00360281	0.00934172	0.0541089	0.123421	0.105214	0.0205676	0.0306219	0.0506716	0.0289776	0.0150562	0.0778381	0.00386301	0.00360612	0.0139381	0.0320659	0.0761964	0.000996482	0.0465465	0.0399923	0.0864422	0.0247831	0.0744632	0.134099	0.00149484	0.0141185	0.0797073	0.0059171	0.00152281	0.0224583	0.00997912	0.028443	0.0570717	0.0117587	0.00320308	0.0223183	0.0052241	0.0333762	0.00733309	0.00603291	0.0367885	0.0326216	0.0470461	0.0171028	0.0716202	0.0583627	1.096316	0.9036836	0.0238028	0.161539	0.566236	1.76605	6.19045	42.0118	2.702796	0.8242909	0.00566372	0.0175301	0.00215916	0.00559848	0.0324274	0.0739661	0.0630544	0.0123261	0.0183517	0.0303675	0.0173662	0.00902314	0.0466483	0.0023151	0.00216114	0.00835309	0.0192171	0.0456644	0.00059719	0.0278953	0.0239673	0.0518047	0.0148525	0.0446257	0.0803657	0.000895854	0.00846121	0.0477685	0.00354611	0.00091262	0.0134592	0.00598048	0.0170459	0.034203	0.00704695	0.0019196	0.0133754	0.0031308	0.0200023	0.00439472	0.00361552	0.0220473	0.0195501	0.0281947	0.0102497	0.0429219	0.0349767	0.451842	0.548158	1.668616
10188	-193.121	-255.9865	62.86545	0.000217303	0.0119464	0.0112833	0.0110019	0.0892793	0.0213506	0.00301848	0.00679075	0.0101818	0.0611013	0.00922141	0.0289768	0.0246764	0.000703073	0.0327185	0.0412097	0.0318397	0.018398	0.00262164	0.00929911	0.0360229	0.00490254	0.013963	0.0340415	0.0501424	0.032984	0.00824758	0.00538371	0.0259923	0.0902648	0.0408561	0.0447321	0.0175407	0.00712799	0.0162245	0.0231936	0.0797033	0.00402679	0.0133318	0.00972629	0.0418568	0.0012078	0.0124657	0.022844	0.00716517	0.0118723	0.014943	1.261713	0.7382869	0.0192358	0.145598	0.548176	1.82423	6.86821	51.9864	2.856832	0.5851464	0.000198161	0.0108941	0.0102894	0.0100328	0.0814148	0.0194698	0.00275259	0.00619256	0.00928486	0.055719	0.00840911	0.0264242	0.0225027	0.00064114	0.0298364	0.0375796	0.029035	0.0167773	0.0023907	0.00847996	0.0328497	0.00447068	0.012733	0.0310428	0.0457254	0.0300784	0.00752106	0.00490946	0.0237027	0.0823135	0.0372571	0.0407917	0.0159955	0.00650009	0.0147953	0.0211505	0.0726823	0.00367207	0.0121575	0.00886951	0.0381697	0.00110141	0.0113676	0.0208317	0.006534	0.0108265	0.0136267	0.369143	0.630857	1.096598
10224	-170.4715	-231.7965	61.32499	0.0026198	0.0109447	0.015744	0.0362795	0.0541261	0.0461979	0.006891	0.00172887	0.0494528	0.00601019	0.00973789	0.0288859	0.0132575	1.91698e-05	0.000248155	0.00442702	0.0177582	0.0197559	0.000205766	0.0311904	0.0155273	0.0566364	0.00694047	0.00937187	0.0381301	0.0273924	0.036021	0.00423063	0.0130762	0.0461767	0.0338206	0.037215	0.0317936	0.0129319	0.0145946	0.0276424	0.0430353	0.0109166	0.00993304	0.0231046	0.00661331	0.00767351	0.0116663	0.0274756	0.0461023	0.0515335	0.0293823	0.4681637	1.531836	0.0273547	0.172877	0.578346	1.72907	5.78446	36.5567	2.602228	3.27201	0.00253263	0.0105805	0.0152202	0.0350724	0.0523252	0.0446607	0.00666172	0.00167135	0.0478073	0.00581021	0.00941388	0.0279248	0.0128164	1.8532e-05	0.000239898	0.00427972	0.0171673	0.0190986	0.000198919	0.0301526	0.0150106	0.0547519	0.00670954	0.00906003	0.0368614	0.026481	0.0348224	0.00408987	0.0126411	0.0446402	0.0326953	0.0359767	0.0307357	0.0125017	0.014109	0.0267227	0.0416034	0.0105534	0.00960253	0.0223358	0.00639326	0.00741819	0.0112781	0.0265614	0.0445683	0.0498188	0.0284047	0.765918	0.234082	1.034418
10260	-167.476	-227.437	59.96092	0.116178	0.0208721	0.0612571	0.019466	0.17156	0.0584404	0.0391703	0.0309299	0.0319347	0.0393084	0.0891981	0.0327202	0.0350777	0.000309822	0.000226384	0.00353945	0.0303654	0.0475632	0.00294108	0.0170006	0.0283433	0.0137647	0.0211373	0.0218738	0.127847	0.198053	0.0321999	0.0115561	0.034607	0.112388	0.0955876	0.033724	0.120195	0.0172447	0.0128871	0.0210418	0.154142	0.0222388	0.0390163	0.015892	0.00299607	0.00885982	0.0224265	0.0525685	0.0250946	0.0772811	0.0483602	0.9763807	1.023619	0.00621915	0.0839454	0.461644	2.16617	11.9125	160.794	3.673279	1.048381	0.052347	0.00940446	0.0276009	0.00877089	0.0773007	0.0263318	0.0176492	0.0139362	0.014389	0.0177114	0.0401904	0.0147429	0.0158051	0.000139598	0.000102003	0.00159479	0.0136819	0.0214308	0.00132518	0.00766006	0.0127708	0.00620202	0.00952395	0.00985579	0.0576048	0.0892377	0.0145085	0.00520689	0.0155931	0.0506392	0.0430694	0.0151952	0.0541571	0.00777002	0.00580662	0.00948092	0.0694527	0.0100203	0.0175798	0.00716052	0.00134995	0.00399201	0.0101048	0.0236861	0.011307	0.034821	0.0217899	0.51181	0.48819	2.219386
10296	-178.3282	-240.397	62.06883	0.00874429	0.000467809	0.00534596	0.0370237	0.0106842	0.00970069	0.0158616	0.00991685	0.00135154	0.0019234	0.00404922	0.00500892	0.0243017	0.0012645	0.000243909	0.000762384	0.00562042	0.0101457	0.0102596	0.0297756	0.00700089	0.00417355	0.0034703	0.00442804	0.0139522	0.0184095	0.00155887	0.0174171	0.00560642	0.0191653	0.00280559	0.025965	0.0193153	0.00024667	0.00737919	0.0120329	0.024446	0.0187943	0.00207985	0.000544912	0.000461332	0.000284215	0.0196507	0.00345528	0.00172688	0.00577317	0.00560027	1.073699	0.9263013	0.00601095	0.0825629	0.459258	2.17742	12.112	166.363	3.697898	0.8627199	0.0199552	0.00106758	0.0121999	0.0844912	0.0243823	0.0221378	0.0361975	0.0226311	0.00308433	0.00438937	0.00924066	0.0114308	0.0554586	0.00288569	0.000556621	0.00173983	0.0128263	0.0231533	0.0234134	0.0679505	0.0159766	0.0095244	0.00791952	0.0101052	0.0318402	0.0420121	0.00355747	0.0397473	0.0127943	0.0437368	0.0064026	0.0592543	0.0440791	0.000562921	0.0168399	0.0274601	0.0557879	0.0428902	0.0047464	0.00124354	0.0010528	0.000648603	0.0448446	0.00788525	0.00394089	0.0131749	0.0127803	0.463151	0.536849	0.4381956
10332	-171.6807	-234.8994	63.21868	0.0234021	0.0399104	0.0396744	0.0992061	0.0196895	0.0218767	0.0544615	0.0249658	0.0436637	0.00793922	0.0321793	0.0105486	0.0345617	0.0032647	0.000134208	0.0605087	0.0301429	0.0592372	0.00244178	0.141827	0.00344859	0.0309409	0.00791005	0.0024015	0.0474946	0.0620386	0.00155264	0.0436623	0.00469221	0.0100943	0.0157134	0.127105	0.0221579	0.0474319	0.00766453	0.0455178	0.0120123	0.0397537	0.0401195	0.013908	0.00384648	0.0214904	0.00200851	0.00505729	0.0218633	0.0278293	0.0127426	1.348763	0.6512373	0.0436727	0.217184	0.621015	1.61027	4.6044	22.8976	2.263951	0.4828405	0.016364	0.0279076	0.0277425	0.0693703	0.013768	0.0152974	0.0380825	0.0174575	0.0305321	0.00555154	0.0225015	0.00737614	0.0241674	0.00228286	9.38454e-05	0.042311	0.0210776	0.0414219	0.00170743	0.0991731	0.00241144	0.0216356	0.00553115	0.00167926	0.0332109	0.0433808	0.00108569	0.0305311	0.00328105	0.00705851	0.0109877	0.088879	0.015494	0.033167	0.00535946	0.0318286	0.00839964	0.027798	0.0280538	0.00972526	0.00268967	0.0150272	0.00140446	0.00353633	0.015288	0.0194598	0.00891033	0.325619	0.674381	1.430093
10368	-164.7672	-226.696	61.92874	0.00808898	0.0076817	0.0232675	0.0246108	0.0230622	0.0151233	0.0015179	0.014418	0.0134325	0.00276538	0.0138235	0.00616641	0.0187626	0.000386749	5.01605e-05	0.00211194	0.0083424	0.0102923	0.00328361	0.016705	0.00560239	0.012525	0.00701723	0.00630751	0.0173562	0.00564711	0.000519676	0.00705252	0.00135162	0.00331839	0.0011643	0.00259844	0.0024035	0.00274758	0.0133012	0.00848039	0.0372474	0.000540059	0.00710122	0.00699289	0.000529655	0.0209897	0.00107425	0.00521686	0.025775	0.0256609	0.000325588	0.8796955	1.120304	0.00852565	0.0979063	0.484341	2.06466	10.2138	117.293	3.445188	1.273514	0.0182703	0.0173504	0.0525534	0.0555876	0.0520897	0.0341584	0.00342842	0.0325654	0.0303396	0.00624607	0.0312227	0.0139278	0.0423785	0.000873537	0.000113296	0.00477018	0.0188427	0.0232469	0.00741658	0.0377311	0.0126539	0.0282898	0.0158496	0.0142466	0.0392018	0.0127549	0.00117377	0.0159293	0.00305285	0.00749514	0.00262977	0.00586901	0.00542869	0.00620585	0.030043	0.0191544	0.0841293	0.00121981	0.0160393	0.0157946	0.00119631	0.0474087	0.00242636	0.0117831	0.058217	0.0579593	0.000735393	0.560152	0.439848	0.4427394
10404	-172.129	-235.21	63.08105	0.0390996	0.00659872	0.00580669	0.0153768	0.0897257	0.0830259	0.0251258	0.0384589	0.00538394	0.042868	0.00403582	0.0456733	0.052574	0.00647502	0.00113015	0.0148706	0.0064819	0.00721046	0.00539052	0.0922447	0.0209598	0.0579403	0.02645	0.0136148	0.0257292	0.00519838	0.0283041	0.00475431	0.0459332	0.00520425	0.00676355	0.00997689	0.00118381	0.0111165	0.029895	0.0174717	0.0378637	0.0239333	0.0417917	0.0142936	0.00995814	0.0427019	0.0365875	0.0591756	0.00920269	0.0390013	0.00354833	1.057492	0.942508	0.0533584	0.239471	0.640234	1.56193	4.17586	18.7412	2.119115	0.8912672	0.0321514	0.00542608	0.0047748	0.0126443	0.0737809	0.0682717	0.0206608	0.0316245	0.00442718	0.0352501	0.00331863	0.0375569	0.0432313	0.00532437	0.000929317	0.012228	0.00533003	0.00592911	0.00443259	0.0758523	0.0172351	0.047644	0.0217497	0.0111954	0.021157	0.0042746	0.0232743	0.00390944	0.0377706	0.00427942	0.00556163	0.00820393	0.000973439	0.00914105	0.0245825	0.0143669	0.0311351	0.0196802	0.0343651	0.0117536	0.00818852	0.0351135	0.0300857	0.0486597	0.00756732	0.0320705	0.00291777	0.471254	0.528746	1.21611
10440	-176.373	-239.1835	62.81044	0.0188252	0.0045509	0.00979859	0.00832435	0.026463	0.020681	0.00867782	0.0203851	0.0385982	0.0160614	0.0261289	0.0100797	0.033453	0.00494886	0.0067526	0.00477833	0.0166033	0.0168002	0.00223046	0.0444418	0.0490427	0.0158815	0.000595619	0.00433257	0.016272	0.00557503	0.0206915	0.000607758	0.000251985	0.0233297	0.0287548	0.00835699	0.0231269	0.000720434	0.0191886	0.00336093	0.0185117	0.0309258	0.00789158	0.00988285	0.0274257	0.0142726	0.00451294	0.0128262	2.6838e-05	0.0105695	0.00972966	1.121779	0.8782207	0.0159911	0.133054	0.532982	1.87624	7.51576	62.5348	2.990412	0.7828819	0.0266931	0.00645292	0.0138938	0.0118035	0.037523	0.0293245	0.0123046	0.028905	0.05473	0.0227741	0.0370493	0.0142924	0.0474344	0.0070172	0.0095748	0.0067754	0.0235425	0.0238217	0.00316267	0.063016	0.0695398	0.022519	0.000844554	0.00614334	0.0230728	0.00790507	0.0293394	0.000861766	0.000357301	0.0330801	0.0407726	0.0118497	0.0327926	0.00102153	0.0272083	0.0047656	0.0262485	0.043851	0.0111898	0.0140133	0.0388881	0.0202378	0.00639908	0.0181868	3.80547e-05	0.0149869	0.0137961	0.43911	0.56089	0.7052472
10476	-177.0339	-238.1917	61.15779	0.000412395	0.00278958	0.00191146	0.0304363	0.0379468	0.010893	0.00858938	0.00660098	0.0323096	0.00499334	0.00958722	0.0593955	0.0191265	0.00433736	0.00485718	0.0106408	0.00437111	0.0116662	0.00484665	0.0429631	0.017155	0.00518731	0.00199969	0.00444148	0.0543227	0.0185948	0.0046797	0.000589967	0.000156349	0.000351561	0.0199095	0.00591007	0.0138456	0.00146346	0.0169651	0.00469445	0.0110277	0.0214257	0.00828929	0.0285904	0.00739051	0.00506681	0.0038274	0.000522374	0.00516539	0.0164898	0.0271186	0.4369388	1.563061	0.0164016	0.134709	0.535042	1.86901	7.42342	60.9695	2.972083	3.5773	0.000671812	0.00454435	0.00311387	0.0495822	0.0618172	0.0177453	0.0139925	0.0107533	0.052634	0.0081344	0.015618	0.0967582	0.031158	0.00706577	0.00791257	0.0173344	0.00712076	0.0190049	0.00789543	0.069989	0.0279463	0.00845038	0.00325759	0.00723539	0.0884943	0.0302918	0.00762346	0.000961084	0.000254701	0.00057271	0.0324336	0.00962779	0.0225552	0.00238405	0.027637	0.00764749	0.0179646	0.0349036	0.0135037	0.0465752	0.0120395	0.00825409	0.00623501	0.000850972	0.00841468	0.0268626	0.0441775	0.781531	0.218469	0.6138554
10512	-168.857	-230.952	62.09499	0.000743282	0.0515886	0.0472293	0.0161892	0.169916	0.126073	0.00919908	0.0139519	0.010864	0.00423204	0.0556395	0.165058	0.0640153	0.0318786	0.0158744	0.000701364	0.0411989	0.026925	0.0265556	0.0366796	0.0805091	0.115605	0.0154087	0.00489544	0.121141	0.00844351	0.00519577	0.0285194	0.000661139	0.00655763	0.0092218	0.0383729	0.050182	0.000910972	0.0116951	0.0120016	0.044186	0.00835393	0.0380396	0.0264566	0.0111616	0.0294566	0.0415859	0.0498306	0.000217892	0.0507889	0.062151	0.9587995	1.041201	0.0509244	0.23408	0.635702	1.57306	4.27204	19.6369	2.152874	1.085942	0.000416157	0.028884	0.0264432	0.00906421	0.0951343	0.0705871	0.00515048	0.00781153	0.00608263	0.00236948	0.0311521	0.0924144	0.0358416	0.0178486	0.00888791	0.000392687	0.0230669	0.0150751	0.0148682	0.0205366	0.0450763	0.0647262	0.00862721	0.00274091	0.0678258	0.00472744	0.00290906	0.0159677	0.000370166	0.00367156	0.0051632	0.0214847	0.0280964	0.000510045	0.00654799	0.00671956	0.0247394	0.00467729	0.021298	0.0148128	0.00624929	0.0164925	0.0232835	0.0278997	0.000121996	0.0284363	0.0347978	0.5206	0.4794	1.786062
10548	-170.3022	-233.672	63.36978	0.00531447	0.00503202	0.00950418	0.00282175	0.0437384	0.0148404	0.00306156	0.00896075	0.0171193	0.00400463	0.0372337	0.00335288	0.0205883	0.0156681	0.00157582	3.57544e-05	0.0307684	0.00586202	0.0059484	0.0191439	0.00617729	0.0244323	0.0078025	0.0237499	0.0518295	0.000343829	0.000569317	0.0241192	0.00746105	0.00388746	0.0240869	0.00367193	0.0106651	0.00518988	0.00668461	0.001269	0.00669681	0.0150886	0.00411076	0.00770593	0.0164314	0.0100788	0.0234883	0.00484174	0.00308017	0.0435504	0.00188655	1.275934	0.7240663	0.021654	0.154254	0.558142	1.79166	6.4828	46.1809	2.771209	0.5674795	0.00895486	0.00847893	0.0160145	0.00475463	0.073699	0.0250059	0.00515872	0.0150988	0.0288459	0.00674779	0.0627385	0.00564958	0.0346912	0.0264006	0.00265525	6.0246e-05	0.0518447	0.00987747	0.010023	0.0322574	0.0104087	0.0411683	0.0131472	0.0400184	0.0873323	0.00057935	0.000959296	0.0406407	0.0125718	0.00655035	0.0405863	0.00618718	0.0179707	0.00874491	0.0112635	0.00213827	0.0112841	0.0254241	0.0069266	0.0129844	0.0276868	0.0169828	0.0395776	0.00815831	0.00519007	0.0733821	0.00317882	0.362033	0.637967	0.5934739
10584	-171.8787	-234.9044	63.02566	0.0257534	0.00664567	0.00450559	0.029512	0.113452	0.0798445	0.00460201	0.0260505	0.0232139	0.00506255	0.0329169	0.0442431	0.0346676	0.00104816	0.00215302	0.0151109	0.0195995	0.0305139	0.0175771	0.0208884	0.0281837	0.0284307	0.039944	0.0522536	0.0823909	0.0587098	0.000497012	0.00273878	0.00629899	0.0642325	0.0318945	0.0337612	0.0179584	0.0462507	0.0226173	0.0147159	0.0268819	0.0165232	0.0127336	0.0170952	0.00182565	0.0283954	0.0430216	0.0594132	0.0151819	0.0258958	0.017081	1.130371	0.8696288	0.0494876	0.230836	0.632939	1.57993	4.33209	20.2071	2.173569	0.7693303	0.0193302	0.00498817	0.00338184	0.0221514	0.0851556	0.0599304	0.00345422	0.0195533	0.0174241	0.00379989	0.0247071	0.0332084	0.0260211	0.000786738	0.00161603	0.0113421	0.0147112	0.0229034	0.0131932	0.0156786	0.0211543	0.0213397	0.0299816	0.039221	0.0618417	0.044067	0.000373052	0.0020557	0.00472796	0.0482122	0.0239397	0.0253408	0.0134794	0.0347153	0.0169763	0.0110456	0.0201773	0.0124021	0.00955772	0.0128314	0.00137032	0.0213132	0.0322916	0.0445949	0.0113953	0.0194371	0.0128208	0.434814	0.565186	1.332287
10620	-178.6936	-241.055	62.36141	0.00380181	0.0104484	0.00106597	0.0364497	0.00371684	0.0422793	0.00411894	0.00661972	0.0107504	0.00300937	0.0523441	0.0293888	0.0271886	0.00151397	0.00264086	0.0248076	0.00818563	0.0629586	0.0261046	0.0232281	0.00548744	0.0365674	0.0640533	0.026222	0.0718893	0.013909	0.00666265	0.00804878	0.01902	0.0454872	0.0092782	0.0592022	0.000682159	0.0423189	0.0719065	0.000437291	0.0168567	0.0253951	0.00135247	0.00454757	0.0107863	0.013476	0.00580224	0.0476917	0.00985866	0.0665079	0.00120761	1.378684	0.6213161	0.00676756	0.0874775	0.467618	2.1385	11.4315	147.764	3.612173	0.4506589	0.00356885	0.00980812	0.00100065	0.0342162	0.00348909	0.0396886	0.00386655	0.00621409	0.0100916	0.00282497	0.0491366	0.027588	0.0255226	0.0014212	0.00247904	0.0232875	0.00768405	0.0591008	0.024505	0.0218048	0.00515119	0.0343267	0.0601284	0.0246152	0.0674843	0.0130567	0.00625439	0.00755559	0.0178545	0.0426999	0.00870967	0.0555745	0.000640359	0.0397258	0.0675004	0.000410496	0.0158238	0.023839	0.0012696	0.00426891	0.0101253	0.0126503	0.0054467	0.0447693	0.00925457	0.0624325	0.00113361	0.310658	0.689342	1.065276
10656	-169.072	-230.6641	61.59208	0.0433088	0.0153453	0.0153761	0.0915356	0.00728661	0.0355349	0.0136982	0.0256275	0.0323885	0.000656992	0.0224966	0.0313078	0.130918	0.00239446	0.00108332	0.019276	0.035424	0.0355413	0.125731	0.0802731	0.00917298	0.13653	0.153169	0.0139946	0.0884615	0.0329598	0.0539764	0.0741676	0.066058	0.0873721	0.00560631	0.0046789	0.000815866	0.0136631	0.0415334	0.0107722	0.0333146	0.0537435	0.0120984	0.0111844	0.069725	0.0503057	0.0286547	0.0183499	0.00273885	0.0073802	0.00425923	1.015482	0.9845179	0.0246543	0.164332	0.569272	1.75663	6.08525	40.5609	2.677383	0.969508	0.0234116	0.00829524	0.0083119	0.0494817	0.00393894	0.0192092	0.00740485	0.0138536	0.0175083	0.000355152	0.012161	0.0169241	0.0707707	0.00129438	0.000585612	0.0104201	0.0191493	0.0192127	0.0679665	0.0433935	0.00495866	0.0738042	0.0827989	0.00756509	0.0478199	0.0178172	0.0291782	0.040093	0.0357091	0.047231	0.00303062	0.00252929	0.000441035	0.00738592	0.0224518	0.00582318	0.018009	0.0290523	0.00654007	0.006046	0.0376914	0.0271939	0.01549	0.00991949	0.00148055	0.00398954	0.00230242	0.492259	0.507741	1.849889
