Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	stationaryDist[1]	stationaryDist[2]	tree_length
14508	-179.8409	-243.2699	63.42906	0.00577483	0.0244871	0.031436	0.0119839	0.0443245	0.0350495	0.07149	0.00383091	0.00481014	0.0249781	0.0298243	0.00837887	0.0614801	0.00954339	0.00697543	0.0509816	0.000288176	0.0620732	0.00441244	0.053777	0.0460412	0.151853	0.0283445	0.000411748	0.127588	0.00179218	0.0346301	0.0186232	0.0315365	0.0147124	0.0151904	0.0292079	0.0195349	0.0532598	0.0258094	0.0474546	0.00995795	0.00307951	0.0109533	0.0268771	0.0349443	0.0137624	0.047686	0.00229097	0.0381274	0.00229558	0.0165175	1.401685	0.598315	0.0481434	0.227756	0.630293	1.58656	4.39066	20.7713	2.19348	0.4268541	0.00412965	0.0175111	0.0224802	0.00856982	0.031697	0.0250643	0.0511234	0.00273953	0.00343979	0.0178622	0.0213277	0.00599183	0.0439652	0.0068246	0.00498821	0.0364576	0.000206078	0.0443893	0.00315539	0.0384566	0.0329246	0.108592	0.0202695	0.000294446	0.0912399	0.00128161	0.0247644	0.0133176	0.0225522	0.0105211	0.0108629	0.020887	0.0139696	0.0380867	0.0184566	0.0339354	0.00712106	0.0022022	0.00783283	0.0192201	0.0249891	0.00984167	0.0341009	0.0016383	0.0272654	0.0016416	0.0118119	0.299158	0.700842	1.398382
14544	-175.6455	-237.9863	62.3408	0.00471755	0.00523448	0.0107276	0.0104369	0.0127501	0.0398627	0.0151125	0.00411823	0.00205794	0.0020149	0.0291685	0.00404456	0.0127329	0.00238051	0.00046282	0.0079553	0.00154756	0.0042852	0.0023859	0.0136775	0.00332787	0.042854	0.00536507	0.00260156	0.0705099	0.0160406	0.010766	0.00176783	0.00956573	0.00234868	0.0114667	0.00780816	0.0078675	0.0300933	0.00169273	0.025776	0.00245409	0.000605805	0.0106938	0.0040022	0.00305446	0.00868605	0.0248377	0.00695328	0.0128201	0.00376412	0.00223214	0.859113	1.140887	0.0158873	0.132632	0.532454	1.8781	7.53967	62.9433	2.995121	1.327983	0.00914911	0.0101516	0.0208049	0.0202411	0.0247273	0.0773089	0.0293089	0.0079868	0.00399113	0.00390766	0.0565689	0.00784394	0.0246939	0.00461671	0.000897584	0.0154283	0.00300131	0.00831063	0.00462717	0.0265258	0.006454	0.0831102	0.0104049	0.00504542	0.136745	0.0311088	0.0208793	0.0034285	0.0185516	0.00455499	0.0222382	0.015143	0.0152581	0.0583623	0.00328284	0.0499895	0.00475941	0.00117488	0.0207393	0.00776177	0.00592376	0.0168455	0.0481698	0.013485	0.0248629	0.00730005	0.00432896	0.570444	0.429556	0.515629
14580	-181.6323	-240.7402	59.10784	0.00191893	0.00146538	0.00336437	0.0014507	0.049257	0.0238271	0.0307315	0.0181504	0.0159	0.00283983	0.0252577	0.00128765	0.0370176	0.00211896	0.000226209	0.00887021	0.00715768	0.0402833	0.00323039	0.00166352	0.00828447	0.0206139	0.00196242	0.00740019	0.00289641	0.00909239	0.0121991	0.000620711	0.00184781	0.00811631	0.00860876	0.0336102	0.00453319	0.065166	0.0126473	0.038669	0.00115142	0.00288738	0.0224359	0.00377596	0.00593652	0.00140674	0.00433965	0.00809418	0.000938631	0.00282935	0.0116933	1.286648	0.7133523	5.76756e-05	0.00856298	0.226473	4.41553	116.782	17338.4	7.057641	0.5544271	0.00332124	0.00253625	0.00582297	0.00251084	0.0852529	0.0412394	0.0531894	0.0314143	0.0275193	0.00491511	0.0437153	0.00222864	0.0640691	0.00366744	0.000391517	0.0153523	0.0123883	0.0697213	0.00559107	0.00287919	0.0143386	0.035678	0.00339651	0.0128081	0.00501303	0.0157369	0.0211139	0.00107431	0.00319814	0.0140475	0.0148998	0.0581718	0.00784594	0.112788	0.0218896	0.0669274	0.00199285	0.0049974	0.0388315	0.00653533	0.0102748	0.00243476	0.00751095	0.0140092	0.00162456	0.00489697	0.0202385	0.356676	0.643324	0.5777756
14616	-183.41	-246.0923	62.6823	0.0532886	0.016511	0.0583391	0.0202636	0.0610234	0.0672587	0.0568373	0.0557388	0.00283208	0.00169387	0.0674033	0.0306573	0.102299	0.0193862	0.00838377	0.0159483	0.0858768	0.0148566	0.0598394	0.0218497	0.0177499	0.0598341	0.0328	0.00115014	0.0340934	0.093401	0.018864	0.0232297	0.0464718	0.0839181	0.0203051	0.00719113	0.00708967	0.117896	0.00885765	0.106351	0.0155917	0.0108278	0.063427	0.0347073	0.00928608	0.0124692	0.0218021	0.0063358	0.00537736	0.0354834	0.0214449	1.172581	0.8274192	0.0584139	0.25028	0.649113	1.54056	3.99552	17.1192	2.053662	0.7056394	0.0306919	0.00950964	0.0336008	0.0116709	0.0351468	0.0387381	0.0327358	0.0321032	0.00163116	0.000975594	0.0388214	0.0176573	0.0589196	0.0111656	0.00482869	0.00918551	0.0494613	0.00855676	0.0344649	0.0125845	0.0102232	0.0344618	0.0188914	0.000662433	0.0196363	0.0537949	0.0108648	0.0133793	0.0267657	0.0483332	0.0116949	0.00414178	0.00408334	0.0679029	0.00510163	0.0612535	0.00898013	0.00623637	0.0365312	0.0199899	0.00534838	0.00718171	0.0125571	0.00364914	0.00309712	0.0204369	0.0123513	0.41371	0.58629	1.736242
14652	-189.459	-246.8562	57.39718	0.12741	0.141142	0.0360855	0.00892033	0.419102	0.240609	0.0918548	0.0356262	0.0353381	0.00860351	0.010874	0.0191143	0.330096	0.0420316	0.0353105	0.00721849	0.0497005	0.0524767	0.180593	0.0863651	0.11353	0.153533	0.0763744	0.0402999	0.0662292	0.0155709	0.149784	0.0984961	0.0787392	0.0156113	0.128007	0.159765	0.0919296	0.0215779	0.0350308	0.31099	0.0985425	0.00542361	0.0119773	0.0520955	0.0344245	0.0209807	0.0680852	0.00828829	0.0244719	0.0234696	0.119804	1.0576	0.9423997	0.00837113	0.0970368	0.482995	2.07041	10.3054	119.458	3.458414	0.8910736	0.0320005	0.0354495	0.00906329	0.00224044	0.105262	0.0604316	0.0230704	0.00894793	0.00887557	0.00216087	0.00273113	0.00480077	0.0829074	0.0105567	0.00886864	0.00181301	0.0124829	0.0131801	0.0453579	0.0216916	0.0285144	0.0385616	0.0191823	0.0101218	0.0166342	0.0039108	0.0376201	0.0247384	0.0197762	0.00392095	0.0321504	0.0401268	0.0230892	0.00541953	0.00879838	0.0781088	0.0247501	0.0013622	0.00300824	0.0130844	0.00864612	0.00526954	0.0171004	0.0020817	0.00614641	0.00589466	0.0300901	0.4712	0.5288	3.981503
14688	-191.4676	-253.3253	61.85771	0.00216777	0.00404538	0.0023318	0.00460243	0.0124696	0.0048325	0.00202804	0.00369825	0.00150657	0.00748417	0.00417808	0.00388819	0.00689765	3.38582e-05	0.000513756	0.00164612	0.00405087	0.000317071	0.00397311	0.000444581	0.00737464	0.0118138	0.000873965	0.00108517	0.0134409	0.000532114	0.000127575	0.00371152	0.000699953	0.00430342	0.00791156	0.0093829	0.00271628	0.00240938	0.00795919	0.00195132	0.000199855	0.000252407	0.0024191	0.00310603	0.00242815	0.00211296	0.00139831	0.00107432	0.000402173	0.00088356	0.000924052	1.171587	0.8284127	0.0063739	0.0849577	0.463373	2.15809	11.7706	156.89	3.655507	0.7070858	0.0133315	0.0248787	0.0143403	0.0283045	0.0766869	0.0297194	0.0124722	0.0227438	0.00926521	0.0460269	0.0256948	0.0239119	0.0424198	0.000208224	0.00315954	0.0101235	0.0249124	0.00194995	0.0244342	0.00273413	0.0453532	0.0726537	0.00537479	0.0066737	0.0826601	0.00327244	0.00078457	0.0228254	0.00430464	0.0264656	0.0486552	0.0577038	0.0167048	0.0148175	0.0489482	0.0120004	0.00122908	0.00155227	0.0148772	0.0191017	0.0149328	0.0129945	0.00859946	0.00660698	0.00247332	0.0054338	0.00568282	0.414206	0.585794	0.1626045
14724	-175.0108	-237.4963	62.48548	0.0131723	0.00405024	0.000913799	0.00157307	0.016014	0.011026	0.00534986	0.0255656	0.0241404	0.00119368	0.0097731	0.00508601	0.000453447	0.000442431	0.00563745	0.00262608	0.0107171	0.0114509	0.00163538	0.00345187	0.00487563	0.014578	0.00138356	0.0091542	0.0105484	0.00346803	0.00125776	0.000720039	0.00218796	0.00550566	0.0234423	0.00625432	0.00269732	0.0348696	0.00951842	0.027341	0.0010276	0.00118106	0.0239565	0.000436926	0.00114285	0.0137459	0.00930586	0.00103514	0.00633654	0.0165076	0.0104053	1.09784	0.9021596	0.0102565	0.107142	0.498156	2.0074	9.33343	97.4993	3.311544	0.8217585	0.0331667	0.0101981	0.00230085	0.00396082	0.0403216	0.0277623	0.0134704	0.0643716	0.0607832	0.00300558	0.0246077	0.0128061	0.00114174	0.001114	0.0141945	0.00661222	0.0269846	0.0288322	0.00411772	0.00869147	0.0122764	0.036706	0.00348366	0.0230494	0.0265597	0.00873215	0.00316691	0.00181299	0.00550906	0.0138627	0.0590254	0.0157477	0.00679159	0.0877982	0.0239664	0.0688419	0.0025874	0.00297379	0.0603201	0.00110014	0.00287759	0.0346109	0.0234312	0.00260639	0.0159548	0.0415645	0.0261996	0.45108	0.54892	0.3971563
14760	-182.1725	-244.1857	62.01321	0.0219143	0.010528	0.00138948	0.000356592	0.0054827	0.0246194	0.00797466	0.00667668	0.00618115	0.00229904	0.00362635	0.000231361	3.42537e-05	0.00411127	0.00398348	0.00815676	0.0149979	0.0239924	0.0158378	0.00113643	0.00642699	0.00898786	0.00251437	0.0165217	0.00279274	0.0109059	0.000430948	0.0219146	0.000389554	0.0259324	0.0405143	0.00869955	0.0200243	0.0049037	0.0141185	0.00845085	0.0120071	0.00508335	0.00288683	0.000520534	0.0131132	0.0131696	0.0158213	0.0066115	9.68668e-05	0.0135206	0.00714989	0.8617491	1.138251	0.0100966	0.106324	0.496966	2.01221	9.40522	99.0434	3.322905	1.320861	0.0490209	0.0235505	0.00310818	0.000797674	0.0122645	0.0550721	0.0178388	0.0149353	0.0138269	0.00514282	0.00811192	0.00051754	7.66235e-05	0.00919666	0.00891081	0.0182462	0.0335495	0.0536696	0.0354283	0.00254214	0.0143768	0.0201053	0.0056245	0.0369581	0.0062472	0.0243959	0.000964004	0.0490216	0.00087141	0.0580092	0.0906281	0.0194604	0.0447931	0.0109693	0.0315823	0.018904	0.0268592	0.0113712	0.00645767	0.0011644	0.0293335	0.0294595	0.0353914	0.0147895	0.000216685	0.0302448	0.0159939	0.569125	0.430875	0.4470392
14796	-189.5418	-250.975	61.43315	0.0129488	0.0186096	0.0114289	0.0012121	0.0448587	0.0107445	0.0105042	0.0178662	0.0160746	0.0139572	0.00720053	0.00887562	0.0162025	0.0151726	0.0270209	0.00101875	0.0234231	0.0469086	0.0150585	0.00616817	0.022596	0.0106764	0.00251785	0.00545344	0.0143808	0.00285758	0.00769707	0.0273249	0.000156451	0.035144	0.00810685	0.0244919	0.0255992	0.0714177	0.0419502	0.0129915	0.0398962	0.00280445	0.00100732	0.00160159	0.0141984	0.0041576	0.0152769	0.00925849	0.00520045	0.0162906	0.00235488	1.023357	0.9766431	0.00322354	0.0609267	0.417717	2.39396	16.4132	310.218	4.148446	0.9543524	0.0172498	0.0247908	0.0152251	0.00161471	0.0597588	0.0143133	0.0139933	0.0238006	0.0214139	0.0185932	0.00959223	0.0118237	0.0215842	0.0202122	0.035996	0.00135713	0.0312033	0.0624895	0.0200602	0.00821697	0.0301014	0.0142226	0.00335417	0.00726484	0.0191575	0.00380674	0.0102537	0.036401	0.000208417	0.0468173	0.0107996	0.032627	0.0341021	0.0951395	0.0558842	0.0173066	0.053148	0.00373597	0.00134191	0.00213357	0.0189145	0.00553857	0.0203512	0.0123338	0.00692781	0.0217017	0.00313707	0.488322	0.511678	0.7506627
14832	-181.9609	-244.7104	62.7495	0.00444871	0.0058105	0.00765213	0.00720504	0.0287101	0.0113923	0.0252383	0.011774	0.0143528	0.0266053	0.0321242	0.00898507	0.0315878	0.000327881	0.00133537	0.00196524	0.0131929	0.0400689	0.0526741	0.00159155	0.00994755	0.0296265	0.0048305	0.00681666	0.056023	0.0210777	0.0197414	0.0199874	0.0025563	0.0251066	0.0570926	0.0105214	0.0138347	0.0168752	0.00185898	0.0251683	0.0532898	0.0302666	0.0126914	0.0107472	0.0191434	0.0228029	0.00142462	0.0314346	0.0940704	0.00393968	0.027487	1.129666	0.8703342	0.0188981	0.144346	0.546701	1.82915	6.92781	52.9155	2.869641	0.7704352	0.00465636	0.00608172	0.00800931	0.00754135	0.0300502	0.0119241	0.0264164	0.0123236	0.0150228	0.0278471	0.0336237	0.00940447	0.0330622	0.000343186	0.0013977	0.00205698	0.0138087	0.0419392	0.0551327	0.00166584	0.0104119	0.0310093	0.00505598	0.00713484	0.058638	0.0220616	0.0206629	0.0209203	0.00267562	0.0262785	0.0597575	0.0110125	0.0144805	0.0176629	0.00194576	0.0263431	0.0557772	0.0316794	0.0132837	0.0112489	0.0200369	0.0238673	0.00149112	0.0329018	0.0984614	0.00412357	0.02877	0.435167	0.564833	0.9554045
14868	-182.0122	-245.2618	63.24959	0.00386537	0.00471479	0.00817872	0.00411212	0.0757995	0.0174126	0.00163633	0.00571747	0.00962723	0.000605691	0.00506597	0.000742871	0.0148195	0.000791821	0.00159719	0.00825975	0.0107893	0.0152049	0.00395786	0.0299432	0.00393495	0.0160748	6.56329e-05	0.00470916	0.0165774	0.0013733	0.00699251	0.0086559	0.00309705	0.00580677	0.00762247	0.0545039	0.0149682	0.00562296	0.0143481	0.0014749	0.0059156	0.00292621	0.00489324	0.000238402	0.00114925	0.00409882	0.00205928	0.013221	0.01269	0.00255237	0.00594065	1.208785	0.7912155	0.0215352	0.153841	0.557676	1.79316	6.50021	46.4355	2.775185	0.6545546	0.00869882	0.0106104	0.0184058	0.00925412	0.170583	0.0391862	0.00368249	0.0128669	0.0216656	0.00136308	0.0114007	0.0016718	0.0333506	0.00178195	0.0035944	0.0185882	0.0242809	0.0342179	0.00890698	0.0673857	0.00885543	0.0361756	0.000147704	0.0105977	0.0373067	0.00309055	0.0157363	0.0194797	0.00696977	0.0130679	0.017154	0.122658	0.0336853	0.0126542	0.0322896	0.00331919	0.0133128	0.00658529	0.011012	0.000536513	0.00258633	0.0092242	0.00463432	0.0297533	0.0285583	0.00574398	0.0133691	0.395608	0.604392	0.4443551
14904	-193.3341	-254.5716	61.23754	0.00327393	0.00573342	0.0158835	0.0544323	0.00339027	0.0421128	0.0027064	0.00636072	0.0800724	0.0163587	0.0815844	0.00074807	0.0291128	0.00404948	0.00487509	0.0257062	0.00337823	0.00137484	0.0122312	0.0530061	0.00524506	0.0887077	0.0143825	0.0149111	0.0466295	0.00181135	0.0209763	0.0154616	0.0425415	0.0233129	0.0194969	0.0738431	0.0580874	0.00716308	0.0142516	0.00606371	0.00575298	0.017619	0.0284054	0.00320026	0.0324277	0.0364796	0.00437365	0.00617015	0.00723331	0.0316377	0.014822	0.4831344	1.516866	0.0243289	0.163271	0.568122	1.76018	6.1248	41.1034	2.686989	3.139635	0.00301079	0.0052726	0.0146069	0.0500574	0.00311778	0.038728	0.00248888	0.00584949	0.0736367	0.0150439	0.0750272	0.000687945	0.0267729	0.00372401	0.00448326	0.0236401	0.00310671	0.00126434	0.0112481	0.0487458	0.00482349	0.081578	0.0132265	0.0137127	0.0428817	0.00166577	0.0192904	0.0142189	0.0391223	0.0214392	0.0179298	0.0679081	0.0534188	0.00658736	0.0131061	0.00557635	0.00529059	0.0162029	0.0261224	0.00294304	0.0298214	0.0335476	0.00402212	0.00567423	0.00665194	0.0290949	0.0136307	0.758433	0.241567	1.087398
14940	-181.0353	-242.7068	61.67149	0.0778038	0.0230984	0.0128407	0.127586	0.0251428	0.125588	0.00226068	0.101964	0.0350851	0.0101265	0.13636	0.0167025	0.0256457	0.0151642	0.0157743	0.0154506	0.0129314	0.00592969	0.0500177	0.0615778	0.0649776	0.0760428	0.0195274	0.0904049	0.0218218	0.0444383	0.0991014	0.0125498	0.0920675	0.00917716	0.0404801	0.0104865	0.0339951	0.0591342	0.00172931	0.0414108	0.0118871	0.00417643	0.0774752	0.146538	0.0323613	0.0560378	0.0625253	0.0598831	0.0103701	0.0992686	0.0639392	1.172247	0.8277534	0.0408166	0.210136	0.614657	1.62692	4.75881	24.4999	2.312857	0.7061256	0.0347516	0.0103171	0.0057354	0.0569869	0.0112302	0.0560945	0.00100975	0.0455431	0.015671	0.00452306	0.060906	0.0074603	0.0114548	0.00677321	0.00704571	0.0069011	0.0057759	0.00264853	0.0223407	0.0275041	0.0290227	0.033965	0.00872205	0.04038	0.00974684	0.0198487	0.0442643	0.00560544	0.0411226	0.00409904	0.0180807	0.00468388	0.0151841	0.0264127	0.000772407	0.0184964	0.00530944	0.00186543	0.0346048	0.0654521	0.0144544	0.0250297	0.0279273	0.0267472	0.00463189	0.044339	0.0285589	0.413877	0.586123	2.238856
14976	-177.7373	-239.3633	61.626	0.0116667	0.00437008	0.00206388	0.0744101	0.242007	0.144251	0.00393516	0.0206285	0.0378347	0.00904535	0.112105	0.0260666	0.0292973	0.00374131	0.029137	0.0340585	0.0291847	0.0204273	0.0569615	0.137286	0.10975	0.0782071	0.0269614	0.0587718	0.0429888	0.150917	0.0342349	0.0804461	0.0608876	0.00513693	0.0050808	0.0141558	0.0409758	0.157953	0.00546767	0.0543437	0.00538776	0.0339329	0.0596968	0.0106709	0.137852	0.159603	0.0388415	0.0482536	0.0222528	0.151703	0.0578382	1.176856	0.8231443	0.100225	0.325667	0.704684	1.41908	3.07062	9.97751	1.663299	0.6994436	0.00435198	0.00163015	0.000769879	0.0277568	0.0902747	0.0538093	0.00146791	0.00769495	0.0141133	0.00337414	0.0418179	0.00972347	0.0109286	0.0013956	0.0108688	0.0127046	0.0108866	0.00761988	0.0212481	0.051211	0.0409394	0.0291732	0.0100573	0.0219233	0.0160359	0.0562957	0.0127705	0.0300084	0.0227126	0.0019162	0.00189526	0.00528045	0.015285	0.0589203	0.00203957	0.0202715	0.00200977	0.0126578	0.0222684	0.0039805	0.051422	0.0595359	0.0144888	0.0179998	0.00830085	0.0565888	0.0215751	0.411572	0.588428	2.680788
15012	-180.4674	-242.7673	62.29993	0.0203793	0.0116975	0.00231191	0.0957951	0.0448689	0.160425	0.0119018	0.00288051	0.0681687	0.00822734	0.0205669	0.0174111	0.117741	0.00508897	0.0029238	0.046257	0.0148932	0.045428	0.157028	0.0764703	0.0272337	0.0323552	0.0369234	0.00572953	0.00204946	0.0329593	0.00838397	0.101756	0.0301462	0.0479615	0.0243984	0.00580426	0.0578701	0.0717487	0.00859443	0.0250581	0.00429668	0.00716334	0.0106398	0.0223488	0.00266957	0.00189879	0.0517933	0.129226	0.0177087	0.0847606	0.170525	1.128206	0.871794	0.0597739	0.253106	0.65139	1.53518	3.95092	16.7297	2.037019	0.7727259	0.0104377	0.00599113	0.0011841	0.0490636	0.0229806	0.082165	0.00609578	0.00147532	0.0349141	0.00421382	0.0105338	0.00891749	0.0603038	0.00260643	0.00149749	0.0236916	0.0076279	0.023267	0.0804256	0.039166	0.0139483	0.0165715	0.0189111	0.00293451	0.00104968	0.0168808	0.00429404	0.0521164	0.01544	0.0245646	0.0124962	0.00297278	0.0296395	0.0367477	0.00440183	0.012834	0.00220064	0.00366886	0.00544942	0.0114464	0.00136728	0.000972507	0.0265271	0.0661862	0.00906991	0.0434121	0.0873382	0.435897	0.564103	1.952468
15048	-178.2665	-241.2934	63.02697	0.0459478	0.0299319	0.0013403	0.0101405	0.0320458	0.0417789	0.0135673	0.0128849	0.0255706	0.000923392	0.00575426	0.0540601	0.0693359	0.00144822	0.00160119	0.00272242	0.0238473	0.0270197	0.012279	0.0104474	0.0132079	0.0241361	0.0246496	0.0129256	0.0186678	0.00454832	0.0368348	0.0211831	0.0380104	0.0195347	0.00149406	0.00343251	0.0202034	0.00265324	0.00763575	0.00156782	0.00354654	0.00317402	0.00568441	0.0255978	0.00689649	0.0219244	0.00439603	0.00241834	0.0314779	0.0126316	0.0343921	1.45429	0.54571	0.0102267	0.10699	0.497935	2.00829	9.34669	97.7837	3.31365	0.3752415	0.0556625	0.0362604	0.00162368	0.0122845	0.0388212	0.0506122	0.0164359	0.0156091	0.030977	0.00111862	0.00697087	0.0654899	0.0839955	0.00175442	0.00193973	0.00329801	0.0288893	0.0327324	0.0148752	0.0126563	0.0160004	0.0292391	0.0298613	0.0156585	0.0226147	0.00550996	0.0446228	0.0256618	0.0460469	0.0236649	0.00180994	0.00415824	0.0244749	0.00321421	0.00925017	0.0018993	0.00429638	0.0038451	0.00688625	0.0310099	0.00835461	0.0265598	0.00532548	0.00292965	0.0381332	0.0153022	0.0416636	0.272855	0.727145	0.8254716
15084	-180.2482	-243.1526	62.90438	0.0259617	0.0393685	0.0572043	0.0451374	0.102076	0.0240865	0.00737019	0.0615395	0.0263181	0.0638382	0.0277027	0.00537958	0.0889524	0.00217822	0.0642407	0.00375868	0.0187232	0.0880137	0.0355747	0.0732865	0.0138039	0.0188373	0.0254924	0.0408433	0.0127263	0.109546	0.0506311	0.0754053	0.0547241	0.0840164	0.00188426	0.0463453	0.0210997	0.0162661	0.00908589	0.054952	0.015678	0.0836546	0.00718595	0.0103056	0.0137456	0.0109502	0.00771258	0.0120448	0.101002	0.0474039	0.00328909	1.131719	0.8682813	0.102175	0.328742	0.706753	1.41492	3.0419	9.78712	1.649369	0.7672237	0.0143487	0.0217584	0.0316161	0.0249468	0.0564161	0.0133123	0.00407341	0.0340121	0.0145457	0.0352826	0.0153109	0.00297322	0.0491629	0.00120388	0.035505	0.00207737	0.0103481	0.0486441	0.0196617	0.0405045	0.00762923	0.0104111	0.0140893	0.0225735	0.00703366	0.0605447	0.0279831	0.0416756	0.0302453	0.0464348	0.00104141	0.0256144	0.0116615	0.00899008	0.00502166	0.0303713	0.00866505	0.0462348	0.00397158	0.00569578	0.007597	0.00605202	0.00426264	0.00665699	0.0558223	0.0261995	0.00181784	0.434141	0.565859	1.809342
15120	-169.2411	-233.4112	64.17008	0.0309225	0.0159585	0.0111351	0.036586	0.0188012	0.0178476	0.00431806	0.0169718	0.00987215	0.0081049	0.0134006	0.00141526	0.0192418	0.00073786	0.00240224	0.000653309	0.0111165	0.00692253	0.0156775	0.00392962	0.010985	0.0140646	0.00169995	0.0191756	0.0025474	0.00535925	0.0117416	0.0252621	0.0124706	0.0218163	0.000699756	0.00448742	0.00762967	0.00248698	0.019054	0.0104984	0.00886385	0.0198258	0.00115776	0.0242719	0.00171647	0.0091796	0.00569982	0.00828105	0.0264456	0.00890443	0.00725489	1.275061	0.7249386	0.0644858	0.262647	0.658954	1.51756	3.80739	15.5073	1.982156	0.5685519	0.0575201	0.0296851	0.0207128	0.0680549	0.0349728	0.0331989	0.00803219	0.0315699	0.0183636	0.0150762	0.0249269	0.00263257	0.0357923	0.00137252	0.0044685	0.00121524	0.0206782	0.0128769	0.0291622	0.00730963	0.0204337	0.026162	0.00316214	0.0356693	0.00473851	0.00996894	0.021841	0.046991	0.0231971	0.0405813	0.00130164	0.00834721	0.0141922	0.00462612	0.0354431	0.0195285	0.016488	0.0368786	0.00215359	0.0451491	0.00319287	0.0170753	0.0106025	0.0154039	0.0491925	0.0165635	0.0134951	0.362469	0.637531	0.5375949
15156	-170.6102	-232.2515	61.64128	0.00334494	0.0700628	0.0243486	0.0126595	0.155302	0.0547081	0.108779	0.00738494	0.000372532	0.00357124	0.00597245	0.0395374	0.0237238	0.000229993	0.015144	0.0180331	0.0545765	0.0540352	0.0111645	0.0489652	0.00910415	0.00244004	0.0368596	0.0489314	0.00211789	0.0576278	0.0847772	0.0332767	0.0855726	0.0328666	0.0352966	0.00600867	0.0445816	0.0198638	0.0180083	0.0386813	0.0813295	0.00267601	0.0214382	0.040101	0.0660013	0.0150046	0.0378104	0.0257626	0.0083096	0.0418561	0.0827187	0.8886143	1.111386	0.0276126	0.17367	0.579173	1.7266	5.75805	36.2153	2.595443	1.250695	0.00197816	0.0414343	0.0143995	0.00748665	0.0918438	0.0323537	0.0643305	0.00436736	0.000220311	0.00211199	0.00353203	0.0233819	0.01403	0.000136015	0.00895598	0.0106646	0.0322759	0.0319558	0.00660254	0.0289574	0.00538408	0.00144301	0.0217983	0.0289374	0.00125249	0.0340804	0.0501362	0.0196795	0.0506066	0.0194369	0.020874	0.00355346	0.026365	0.0117472	0.0106499	0.0228756	0.0480973	0.00158256	0.0126783	0.0237152	0.0390323	0.00887351	0.0223606	0.0152357	0.00491419	0.0247532	0.0489188	0.555693	0.444307	1.690938
