Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	stationaryDist[1]	stationaryDist[2]	tree_length
1728	-179.565	-241.425	61.86002	0.016994	0.0478377	0.0444544	0.0490644	0.112419	0.0537195	0.0186939	0.00583239	0.0380482	0.0177488	0.0281861	9.83123e-05	0.0367726	0.00783338	0.00159171	0.00358205	0.02103	0.0118619	0.0163239	0.0197672	0.00228639	0.0245592	0.00343387	0.0053749	0.0423045	0.00589349	0.0175121	0.0167882	0.00954185	0.0172381	0.0179386	0.0347538	0.000588605	0.0252272	0.0208181	0.0396961	0.00983471	0.0119906	0.0758399	0.00210048	0.0118649	0.00238231	0.0240836	0.0243823	0.0611689	0.0192408	0.00107651	1.103379	0.8966212	0.00705046	0.0892422	0.470541	2.12521	11.2055	141.835	3.582562	0.8126141	0.0157384	0.0443032	0.0411699	0.0454393	0.104113	0.0497504	0.0173127	0.00540146	0.035237	0.0164374	0.0261035	9.10485e-05	0.0340557	0.00725461	0.00147411	0.00331739	0.0194762	0.0109855	0.0151179	0.0183067	0.00211746	0.0227447	0.00318016	0.00497778	0.0391789	0.00545805	0.0162182	0.0155478	0.00883685	0.0159645	0.0166132	0.032186	0.000545115	0.0233633	0.0192799	0.0367631	0.00910807	0.0111047	0.0702364	0.00194529	0.0109882	0.00220629	0.0223042	0.0225808	0.0566495	0.0178192	0.000996974	0.448311	0.551689	1.07978
1764	-195.4859	-257.6358	62.14997	0.0245331	0.0154598	0.0527093	0.0201466	0.123497	0.0669872	0.00324369	0.0102385	0.0161891	0.0326152	0.0181199	0.000825691	0.0292371	0.0036913	0.0324965	0.0646315	0.0549458	0.00724082	0.0589085	0.00331468	8.28265e-05	0.0273409	0.0842419	0.00379941	0.0549348	0.00558082	0.0537291	0.0741183	0.010747	0.0238297	0.00060742	0.0828404	0.00283927	0.0572408	0.0318573	0.00325922	0.0455232	0.0175627	0.021264	0.0172013	0.0138605	0.0241076	0.0320809	0.0576745	0.0802353	0.0235977	0.000815223	1.141255	0.8587447	0.0189836	0.144664	0.547077	1.8279	6.91256	52.6769	2.866374	0.7524563	0.0164651	0.0103757	0.0353753	0.0135212	0.0828838	0.0449577	0.00217696	0.00687144	0.0108652	0.0218893	0.012161	0.000554154	0.0196221	0.00247738	0.0218097	0.0433767	0.0368763	0.0048596	0.0395358	0.00222461	5.55881e-05	0.0183496	0.056538	0.00254994	0.0368689	0.00374551	0.0360597	0.0497437	0.00721276	0.0159931	0.000407663	0.0555974	0.00190555	0.0384166	0.0213807	0.00218739	0.0305524	0.011787	0.0142711	0.0115445	0.00930236	0.0161796	0.0215307	0.0387076	0.0538491	0.0158373	0.000547128	0.429372	0.570628	1.490003
1800	-193.6458	-256.0643	62.41846	0.00651688	0.0452396	0.001592	0.0405265	0.114477	0.145441	0.105153	0.129929	0.017737	0.0223131	0.0704895	0.0370638	0.0342716	0.0449331	0.00638909	0.00205528	0.012939	0.0697456	0.064709	0.110809	0.0553027	0.124489	0.0935489	0.0165034	0.053815	0.0127103	0.00333239	0.0131952	0.138109	0.0341916	0.00665235	0.0271254	0.00651078	0.0820246	0.00548627	0.0362971	0.0171253	0.0758253	0.0208279	0.0661746	0.0331631	0.0478205	0.00196318	0.0407862	0.0252902	0.119162	0.0242296	1.262199	0.7378011	0.0959453	0.318809	0.70002	1.42853	3.13668	10.4226	1.694857	0.5845363	0.00287849	0.0199822	0.000703182	0.0179005	0.0505642	0.0642411	0.0464459	0.0573894	0.00783439	0.00985566	0.031135	0.016371	0.0151377	0.0198468	0.00282205	0.000907814	0.00571514	0.0308065	0.0285818	0.0489441	0.0244271	0.0549863	0.0413203	0.00728952	0.0237699	0.00561413	0.00147191	0.00582828	0.0610026	0.0151023	0.00293833	0.0119812	0.0028758	0.0362301	0.00242327	0.0160324	0.0075642	0.0334919	0.00919963	0.0292292	0.0146481	0.0211222	0.00086713	0.0180152	0.0111706	0.0526335	0.0107022	0.368901	0.631099	2.263992
1836	-194.2598	-255.2106	60.95077	0.012974	0.0188016	0.00333612	0.000870475	0.0578422	0.0443422	0.0374556	0.00108987	0.0549722	0.0499321	0.0826185	0.0344406	0.0273738	0.0302789	0.0512511	0.0901526	0.00116118	0.0471456	0.0373306	0.0682639	0.192048	0.0565913	0.0750389	0.0219785	0.137596	0.053177	0.00126586	0.046164	0.0743738	0.0287364	0.000309905	0.0195479	0.0256917	0.0170118	0.098348	0.0361003	0.00590234	0.0548765	0.167205	0.0688973	0.0671709	0.0323586	0.0261655	0.0413327	0.022894	0.0102142	0.0555187	1.110597	0.8894032	0.0158857	0.132625	0.532446	1.87813	7.54005	62.9499	2.995196	0.8008336	0.00592921	0.00859249	0.00152463	0.000397813	0.0264343	0.0202647	0.0171175	0.000498077	0.0251227	0.0228193	0.0377572	0.0157396	0.01251	0.0138377	0.0234221	0.0412004	0.000530666	0.0215459	0.0170603	0.0311971	0.0877676	0.0258626	0.0342933	0.0100443	0.0628824	0.0243023	0.00057851	0.0210973	0.0339894	0.0131327	0.000141629	0.00893352	0.0117413	0.00777453	0.0449457	0.0164981	0.00269741	0.025079	0.076414	0.0314866	0.0306976	0.0147881	0.0119578	0.0188893	0.0104627	0.00466795	0.0253725	0.444702	0.555298	2.188149
1872	-197.9462	-257.1532	59.20698	0.0735251	0.000875711	0.00181185	0.0104694	0.0516644	0.0990628	0.0324597	0.0405225	0.0112489	0.0311017	0.0347375	0.0578834	0.17287	0.00332296	0.0164332	0.114065	0.0389914	0.051942	0.0723956	0.0471132	0.0782052	0.102218	0.0432345	0.00659456	0.0263475	0.0146554	0.0357902	0.0126309	0.032659	0.024551	0.0933988	0.0598255	0.0535516	0.0524418	0.00131294	0.0185475	0.0232047	0.059157	0.0500171	0.0647251	0.136435	0.00209075	0.0557348	0.0154109	0.0420982	0.0297538	0.0301374	1.000678	0.999322	0.00168383	0.0443873	0.378416	2.64259	22.529	593.885	4.618014	0.998645	0.0345638	0.000411668	0.000851743	0.0049216	0.0242872	0.046569	0.0152592	0.0190495	0.00528808	0.0146208	0.0163299	0.0272108	0.0812655	0.00156211	0.00772517	0.0536215	0.0183297	0.0244177	0.0340329	0.0221477	0.0367639	0.0480523	0.0203244	0.00310007	0.0123859	0.00688944	0.0168248	0.00593773	0.0153529	0.0115413	0.0439064	0.0281237	0.0251744	0.0246527	0.000617207	0.0087191	0.0109084	0.0278095	0.0235128	0.030427	0.0641375	0.000982853	0.0262007	0.00724459	0.0197902	0.0139872	0.0141675	0.499661	0.500339	2.127225
1908	-188.6635	-251.2726	62.60906	0.00813854	0.00395458	0.000139301	0.0014552	0.0415719	0.0725817	0.00784931	0.0642965	0.00573963	0.00398875	0.0151047	0.00871003	0.0945006	0.00371212	0.0117438	0.00253104	0.0353142	0.10292	0.0395755	0.0238497	0.0450744	0.0297834	0.00905713	0.0309093	0.0346491	0.0100853	0.00708975	0.0135422	0.0176914	0.0038493	0.0394537	0.04273	0.00890097	0.0171272	0.00107438	0.0364451	0.00324923	0.00503819	0.0129044	0.00803858	0.0130826	0.0012012	0.00876878	0.0128544	0.00776243	0.0424956	0.0123691	1.361751	0.6382494	0.00936805	0.10251	0.491335	2.03527	9.7551	106.746	3.377057	0.4686977	0.00795631	0.00386603	0.000136182	0.00142262	0.040641	0.0709565	0.00767355	0.0628567	0.00561111	0.00389944	0.0147665	0.008515	0.0923845	0.00362899	0.0114808	0.00247436	0.0345235	0.100616	0.0386894	0.0233156	0.0440651	0.0291165	0.00885432	0.0302172	0.0338732	0.00985943	0.006931	0.013239	0.0172953	0.00376311	0.0385703	0.0417732	0.00870166	0.0167437	0.00105033	0.0356291	0.00317647	0.00492537	0.0126154	0.00785858	0.0127897	0.00117431	0.00857244	0.0125666	0.00758862	0.041544	0.0120921	0.319125	0.680875	1.022905
1944	-189.0873	-251.8063	62.71897	0.0276099	0.0276497	0.00275194	0.0136147	0.049753	0.00135974	0.00620915	0.0191441	0.0311163	0.0328838	0.0750907	0.0775024	0.0522471	0.00235188	0.007767	0.0607267	0.0276595	0.010995	0.034188	0.0205049	0.0224789	0.079027	0.0180484	0.00199464	0.0330866	0.0135074	0.0142079	0.00264209	0.0569384	0.105594	0.00132019	0.0236908	0.00806823	0.0447546	9.70391e-05	0.0260875	0.0023179	0.000719791	0.00165487	0.0174028	0.0274377	0.000912628	0.0188175	0.0163754	0.0251528	0.0244512	0.0382432	0.8700403	1.12996	0.0540736	0.241032	0.641532	1.55877	4.14884	18.4933	2.109487	1.298744	0.0228909	0.0229239	0.00228158	0.0112877	0.0412493	0.00112733	0.00514789	0.015872	0.025798	0.0272633	0.0622563	0.0642558	0.0433171	0.0019499	0.00643947	0.0503474	0.022932	0.00911572	0.0283446	0.0170002	0.0186369	0.0655198	0.0149636	0.00165372	0.0274315	0.0111987	0.0117795	0.0021905	0.0472066	0.0875456	0.00109454	0.0196416	0.00668922	0.0371052	8.04533e-05	0.0216286	0.00192172	0.000596765	0.00137202	0.0144283	0.0227481	0.000756642	0.0156012	0.0135766	0.0208537	0.020272	0.0317068	0.56498	0.43502	1.206154
1980	-191.9678	-254.8646	62.89679	0.00678554	0.00360423	0.023124	0.0133143	0.0135226	0.030081	0.0099221	0.0203769	0.0225958	0.0129553	0.00609812	0.031099	0.023843	0.00108292	0.0205516	0.00691095	0.00398234	0.0141678	0.0135381	0.0138718	0.00428694	0.0183041	0.00675027	0.00344623	0.0186656	0.00929298	0.00307599	0.0111151	0.0148856	0.00543528	0.00546985	0.01662	0.0132861	0.012192	0.0251073	0.00646028	0.001557	0.00695627	0.00185236	0.00440438	0.00169151	0.00029492	0.00772617	0.00135912	0.00210657	0.00316726	0.00110847	1.038552	0.9614475	0.0205309	0.150299	0.553638	1.80624	6.6534	48.7072	2.80972	0.9257573	0.0136243	0.00723674	0.0464295	0.0267331	0.0271513	0.0603981	0.0199221	0.0409138	0.045369	0.0260124	0.0122441	0.0624421	0.0478731	0.00217434	0.0412645	0.0138762	0.00799595	0.0284469	0.0271825	0.0278524	0.00860754	0.036752	0.0135535	0.00691951	0.0374778	0.0186589	0.00617613	0.0223175	0.0298881	0.0109132	0.0109826	0.0333705	0.0266766	0.0244797	0.0504117	0.0129713	0.00312621	0.0139671	0.00371926	0.00884334	0.0033963	0.000592155	0.015513	0.00272891	0.00422968	0.00635939	0.00222564	0.480724	0.519276	0.4980453
2016	-183.224	-244.0687	60.84479	0.0552058	0.0262653	0.0108036	0.0612947	0.0830878	0.10324	0.0530418	0.0741378	0.0360556	0.0364914	0.035091	0.0113828	0.225711	0.0144624	0.162544	0.0531425	0.000250724	0.0468153	0.0187672	0.115795	0.0255878	0.0829061	0.0476733	0.0378747	0.0430968	0.147015	0.053824	0.042527	0.122536	0.080969	0.113004	0.157199	0.0451539	0.0225489	0.0146739	0.0131968	0.00598597	0.071114	0.0804983	0.0408088	0.00405233	0.0417545	0.0373148	0.128844	0.0706299	0.128189	0.0135768	0.9030712	1.096929	0.117165	0.351439	0.721628	1.38575	2.84544	8.53499	1.550385	1.214665	0.0190619	0.00906909	0.00373034	0.0211643	0.0286892	0.0356476	0.0183147	0.0255988	0.0124495	0.0126	0.0121165	0.00393034	0.0779351	0.00499369	0.0561245	0.0183494	8.65719e-05	0.0161647	0.00648008	0.0399825	0.00883512	0.0286264	0.016461	0.0130777	0.0148808	0.0507623	0.0185847	0.014684	0.04231	0.0279576	0.0390187	0.0542788	0.0155911	0.00778586	0.0050667	0.00455667	0.00206688	0.0245547	0.027795	0.0140908	0.00139922	0.0144173	0.0128843	0.0444881	0.0243876	0.044262	0.0046879	0.548464	0.451536	2.896139
2052	-193.8645	-254.0387	60.17428	0.00286623	0.00792732	0.00168235	0.04208	0.0693042	0.063886	0.0510805	0.0335484	0.00441098	0.0194131	0.0207789	0.0856544	0.00245795	0.0178175	0.018395	0.00585487	0.0157126	0.0217866	0.0223602	0.0430723	0.0259574	0.0424231	0.0807687	0.084436	0.00470653	0.0152647	0.00805989	0.0441705	0.174962	0.0165937	0.00666899	0.028697	0.00579659	0.00470377	0.0111764	0.0231016	0.0163675	0.057265	0.000562839	0.0201203	0.0334675	0.0425294	0.031593	0.0575529	0.000643634	0.0131725	0.0205905	0.7106091	1.289391	0.00386299	0.0665482	0.429378	2.32895	15.0267	258.867	4.017598	1.814487	0.00201642	0.00557696	0.00118355	0.0296037	0.0487563	0.0449445	0.0359357	0.0236016	0.00310317	0.0136573	0.0146182	0.0602588	0.00172919	0.0125348	0.0129411	0.00411897	0.011054	0.0153271	0.0157306	0.0303018	0.0182613	0.0298452	0.0568217	0.0594017	0.0033111	0.0107389	0.00567022	0.0310744	0.123088	0.0116739	0.00469171	0.0201886	0.00407796	0.00330916	0.00786273	0.0162522	0.0115147	0.0402866	0.000395963	0.0141549	0.0235447	0.0299199	0.022226	0.0404891	0.000452803	0.00926702	0.0144856	0.644695	0.355305	1.421442
2088	-193.4055	-254.5521	61.14655	0.00830356	0.00770959	0.000907283	0.00789788	0.00221745	0.00865645	0.0275139	0.0170485	0.014163	0.0244654	0.0137965	0.0274299	0.0051683	0.0140683	0.00689026	0.00296315	0.017282	0.0086391	0.0134348	0.0172854	0.00798382	0.0109494	0.000819034	0.0147792	0.0213189	0.00681165	0.0286232	0.00840384	0.0408363	0.0163443	0.0070787	0.0231993	0.0136227	0.00870814	0.0168027	8.89563e-05	0.00416224	0.0064474	0.0166653	0.0266083	0.016057	0.0214187	0.0274461	0.0430677	0.00152944	0.00576891	0.00684753	0.766507	1.233493	0.00428463	0.0699968	0.4362	2.29253	14.2864	233.392	3.942693	1.609239	0.0128096	0.0118933	0.00139963	0.0121838	0.00342078	0.013354	0.0424448	0.0263001	0.0218488	0.0377419	0.0212834	0.0423151	0.00797294	0.0217026	0.0106294	0.00457114	0.0266603	0.0133272	0.0207254	0.0266655	0.0123164	0.0168913	0.00126349	0.0227993	0.0328878	0.0105081	0.044156	0.0129643	0.0629967	0.0252137	0.0109201	0.0357887	0.0210153	0.0134337	0.0259208	0.00013723	0.00642094	0.00994617	0.0257089	0.0410476	0.0247705	0.0330418	0.04234	0.066439	0.00235941	0.00889948	0.0105634	0.616747	0.383253	0.6482295
2124	-191.7445	-253.5617	61.81718	0.0114224	0.00552993	0.0332341	0.0452276	0.0286386	0.015847	0.0167699	0.0138339	0.0018836	0.0329055	0.0153686	0.00741016	0.0406016	0.00590854	0.00742182	0.0232459	0.0415163	0.00242854	0.00942862	0.000507677	0.00630377	0.0314401	0.0043525	0.00397258	0.00504653	0.00485255	0.0114453	0.0217393	0.0279241	0.0111543	0.0106782	0.0172612	0.0342805	0.0223004	0.01233	0.0155685	0.00595767	0.0226119	0.00962142	0.0156076	0.00175386	0.00739184	0.0152751	0.0200533	0.000676535	0.00522989	0.0244819	0.6240796	1.37592	0.0190558	0.144932	0.547393	1.82684	6.89977	52.4774	2.863629	2.20472	0.0156805	0.00759146	0.0456236	0.0620883	0.0393149	0.0217547	0.0230216	0.0189911	0.0025858	0.0451725	0.0210979	0.0101726	0.0557377	0.00811121	0.0101886	0.0319118	0.0569933	0.00333389	0.0129436	0.000696936	0.00865378	0.0431608	0.00597509	0.00545354	0.00692786	0.00666156	0.0157121	0.0298436	0.038334	0.0153125	0.014659	0.0236961	0.0470601	0.0306138	0.0169265	0.0213723	0.00817866	0.0310415	0.0132082	0.0214261	0.00240769	0.0101475	0.0209695	0.0275291	0.000928744	0.00717957	0.0336087	0.68796	0.31204	0.7284408
2160	-181.7318	-244.2647	62.53293	0.0431791	0.0290469	0.0120712	0.0160795	0.0368959	0.0193193	0.0259821	0.000807231	0.0612128	0.0188932	0.0269859	0.00643879	0.0271339	0.00104353	0.00233751	0.0195143	0.0350432	0.0342578	0.00365753	0.0157299	0.0099128	0.0821546	0.00471452	0.0121031	0.013336	0.0710338	0.043449	0.0163966	0.0229471	0.0131982	0.0151957	0.102139	0.0105564	0.00523985	0.0240882	0.0233565	0.0605717	0.00856249	0.00664809	0.00879457	0.0242285	0.0191827	0.0142529	0.00791847	0.000267291	0.0015541	0.0113718	1.039282	0.9607183	0.0208923	0.151584	0.55511	1.80145	6.59701	47.8645	2.797101	0.9244061	0.0403995	0.027177	0.0112941	0.0150444	0.0345207	0.0180756	0.0243095	0.000755265	0.0572722	0.017677	0.0252487	0.00602429	0.0253872	0.000976352	0.00218704	0.0182581	0.0327873	0.0320525	0.00342208	0.0147173	0.00927467	0.0768659	0.00441103	0.0113239	0.0124775	0.066461	0.040652	0.0153411	0.0214699	0.0123486	0.0142175	0.0955642	0.00987681	0.00490253	0.0225375	0.0218529	0.0566724	0.00801128	0.00622012	0.00822842	0.0226688	0.0179478	0.0133354	0.00740872	0.000250084	0.00145406	0.0106397	0.480359	0.519641	1.068804
2196	-199.342	-259.7088	60.36683	0.0311987	0.0124725	0.0186321	0.0484591	0.0174131	0.0226816	0.0295626	0.0226429	0.0396116	0.0313032	0.045709	0.00898528	0.0293458	0.0119912	0.00727323	0.00251049	0.00962171	0.082729	0.0377758	0.0453045	0.0515497	0.113019	0.00370237	0.00245389	0.00483776	0.00690329	0.047267	0.0667011	0.0559869	0.0503047	0.0235268	0.0624491	0.0292921	0.00255436	0.0140915	0.0211734	0.0683328	0.00182647	0.023383	0.0183219	0.131109	0.0226247	0.0333084	0.0456734	0.00460932	0.0186786	0.061118	1.232061	0.7679391	0.00139711	0.0405248	0.367819	2.71873	24.6762	715.765	4.752986	0.6232964	0.0202586	0.0080989	0.0120986	0.0314665	0.011307	0.0147281	0.0191962	0.0147029	0.0257215	0.0203264	0.0296807	0.00583451	0.0190554	0.00778637	0.00472281	0.00163016	0.00624777	0.0537193	0.0245294	0.0294181	0.0334734	0.0733881	0.0024041	0.00159341	0.00314136	0.00448259	0.0306924	0.0433118	0.0363546	0.0326649	0.0152769	0.0405507	0.0190205	0.00165865	0.00915021	0.0137488	0.0443713	0.001186	0.0151835	0.0118971	0.0851348	0.0146911	0.0216285	0.0296576	0.00299302	0.0121288	0.0396864	0.38397	0.61603	1.540023
2232	-182.4289	-244.1852	61.7563	0.00225052	0.00906494	0.0472572	0.114254	0.129308	0.0683031	0.0397295	0.0868444	0.0364186	0.00428837	0.111874	0.0114899	0.0578803	0.063171	0.0194618	0.0525392	0.095413	0.0299058	0.0165857	0.00263905	0.0764985	0.175906	0.049823	0.0824219	0.0219382	0.000742498	0.0858266	0.0236144	0.0207739	0.0102088	0.0175233	0.0904698	0.0102747	0.0486251	0.108473	0.00797753	0.150832	0.00110988	0.0120175	0.0885646	0.17587	0.0199239	0.132584	0.00910316	0.024923	0.0444802	0.0582509	1.214794	0.7852065	0.0807242	0.293051	0.681861	1.46657	3.41238	12.3879	1.81976	0.6463703	0.000883446	0.00355845	0.0185509	0.0448507	0.0507601	0.0268125	0.0155959	0.0340909	0.0142962	0.00168341	0.0439164	0.00451037	0.022721	0.0247979	0.00763978	0.0206243	0.0374545	0.0117396	0.00651073	0.00103596	0.0300296	0.0690523	0.0195581	0.0323548	0.00861187	0.000291469	0.0336914	0.00926987	0.00815483	0.00400749	0.00687879	0.0355141	0.00403336	0.0190879	0.0425814	0.00313159	0.0592092	0.000435684	0.00471748	0.0347662	0.0690381	0.00782117	0.0520461	0.00357346	0.00978357	0.0174608	0.0228665	0.392603	0.607397	2.547436
2268	-183.0845	-245.32	62.23555	0.0335896	0.0279333	0.00636765	0.0331271	0.105748	0.0471099	0.0213888	0.00300828	0.00548126	0.0124705	0.00421243	0.0365546	0.0448534	0.0009445	0.00979095	0.0153308	0.0299811	0.0228721	0.036704	0.00359479	0.0561759	0.00860345	0.0225692	0.0347485	0.0210366	0.0478562	0.049818	0.00178184	0.0173829	0.0443271	0.00617603	0.0165063	0.00870148	0.0113103	0.0427996	0.00162348	0.0322926	0.0259128	0.0542175	0.059892	0.123978	0.0296871	0.0612158	0.00496027	0.00351371	0.0241299	0.0061643	0.7841106	1.215889	0.0436368	0.217097	0.620938	1.61047	4.60624	22.9164	2.264546	1.550661	0.0254767	0.0211866	0.00482967	0.0251259	0.0802065	0.0357314	0.0162228	0.00228169	0.00415737	0.00945853	0.003195	0.0277255	0.03402	0.000716375	0.00742614	0.011628	0.0227398	0.0173478	0.0278389	0.00272654	0.0426077	0.00652545	0.0171181	0.0263557	0.0159556	0.0362975	0.0377854	0.00135147	0.0131844	0.0336207	0.00468433	0.0125195	0.00659981	0.00857849	0.0324622	0.00123136	0.024493	0.019654	0.0411223	0.0454263	0.0940339	0.0225167	0.0464303	0.00376222	0.00266504	0.0183018	0.00467543	0.607945	0.392055	1.318444
2304	-178.6546	-241.7036	63.04899	0.0107738	0.0146316	0.00980023	0.00652515	0.0301022	0.0273918	0.00941544	0.00119765	0.00508767	0.00574578	0.0294939	0.0172187	0.0220355	0.00136549	0.0026288	0.0124584	0.0822188	0.0173723	0.0059527	0.0230043	0.00446561	0.0289659	0.00549117	0.00872223	0.00868313	0.0350518	0.0343333	0.0071189	0.0112341	0.00788561	0.0199911	0.00479997	0.0115232	0.0358818	0.0103308	0.00910698	0.0360697	0.00439376	0.00311034	0.0567329	0.0109329	0.0220365	0.043031	0.00543547	0.0257784	0.00445032	0.0124887	1.198977	0.8010227	0.0199	0.148029	0.551015	1.81483	6.75544	50.2512	2.832285	0.6680883	0.0134259	0.0182333	0.0122126	0.00813137	0.0375121	0.0341345	0.0117331	0.00149247	0.00634005	0.00716016	0.036754	0.0214573	0.0274597	0.00170162	0.00327591	0.0155252	0.102458	0.0216486	0.00741801	0.028667	0.00556486	0.0360961	0.00684287	0.0108693	0.0108206	0.0436801	0.0427848	0.00887128	0.0139995	0.00982673	0.0249121	0.00598152	0.0143598	0.0447145	0.0128738	0.0113487	0.0449486	0.00547532	0.00387597	0.0706981	0.0136242	0.0274609	0.0536235	0.00677346	0.032124	0.0055458	0.0155628	0.400511	0.599489	0.802466
2340	-186.7051	-248.7046	61.9995	0.00699284	0.00100837	0.00431036	0.0140926	0.0213802	0.0163777	0.00371465	0.0222966	0.00244624	0.0097188	0.00987835	0.0192114	0.0305497	0.000273959	0.0106535	0.000143518	0.00310622	0.0335274	0.0148095	0.0155315	0.00525427	0.00856596	0.00203162	0.00728838	0.00250171	0.00288412	0.0029438	0.00384963	0.0040102	0.0105408	0.00313645	0.00411265	0.0131668	0.00301146	0.0128407	0.0109749	0.0042212	0.0132689	0.00570229	0.0114887	0.0017995	0.0122229	0.025789	0.00609633	0.00574617	0.0102416	0.000603509	0.7197114	1.280289	0.0157	0.131867	0.531494	1.88149	7.5834	63.6942	3.003696	1.778892	0.0161008	0.00232175	0.00992446	0.0324477	0.0492272	0.0377092	0.00855285	0.0513371	0.00563238	0.0223772	0.0227446	0.0442335	0.0703396	0.00063078	0.0245294	0.000330446	0.00715197	0.0771958	0.0340984	0.0357608	0.0120978	0.0197228	0.00467774	0.0167812	0.00576011	0.00664059	0.00677801	0.00886364	0.00923334	0.0242698	0.00722157	0.00946924	0.0303162	0.00693378	0.0295652	0.0252694	0.00971916	0.0305511	0.0131293	0.0264523	0.0041433	0.0281429	0.0593782	0.0140366	0.0132304	0.0235809	0.00138956	0.640144	0.359856	0.434317
2376	-181.8791	-245.6031	63.72399	0.00264338	0.00930925	0.0374181	0.037278	0.0427745	0.0242884	0.0138356	0.0592276	0.0408495	0.00333457	0.00973452	0.007322	0.017819	0.0198011	0.00541332	0.0155295	0.018223	0.0257937	0.016842	0.0915522	0.0549441	0.0178913	0.0661459	0.00150076	0.0118341	0.00803079	0.000775831	0.00482057	0.000296538	0.0114299	0.070112	0.00100629	0.00160042	0.00568637	0.00576006	0.0141443	0.0091194	0.0198908	0.001407	0.020678	0.00360864	0.00654911	0.0250894	0.012574	0.00871378	0.00299786	0.0288541	1.203681	0.7963187	0.0568921	0.247079	0.646511	1.54676	4.04729	17.5771	2.072748	0.6615694	0.00289067	0.0101802	0.0409186	0.0407654	0.0467761	0.0265607	0.01513	0.0647685	0.0446711	0.00364653	0.0106452	0.00800699	0.019486	0.0216535	0.00591975	0.0169823	0.0199278	0.0282068	0.0184177	0.100117	0.0600843	0.0195651	0.072334	0.00164116	0.0129412	0.0087821	0.000848412	0.00527155	0.000324279	0.0124992	0.0766711	0.00110043	0.00175015	0.00621835	0.00629893	0.0154676	0.00997254	0.0217517	0.00153862	0.0226125	0.00394624	0.00716179	0.0274366	0.0137504	0.00952897	0.00327832	0.0315535	0.398159	0.601841	0.9144507
2412	-177.3881	-238.7811	61.39293	0.0249458	0.0433707	0.0518263	0.0158232	0.0355744	0.266469	0.0499987	0.00329618	0.0159304	0.0112205	0.0187324	0.00376783	0.0495916	0.0020034	0.0137394	0.0228018	0.168195	0.179933	0.0545203	0.0778169	0.0313827	0.0490693	0.139513	0.0117675	0.118463	0.012776	0.00993426	0.00209637	0.0177968	0.0291046	0.150532	0.0314668	0.0127216	0.00432346	0.0229348	0.0851675	0.00770787	0.0419245	0.0229697	0.00135305	0.0412006	0.00786404	0.0283595	0.0912989	0.00166999	0.0476997	0.113004	1.158725	0.8412749	0.0290609	0.178054	0.583695	1.71322	5.61627	34.4105	2.558478	0.726035	0.0111184	0.0193303	0.023099	0.00705239	0.0158555	0.118765	0.0222845	0.00146911	0.00710021	0.005001	0.00834904	0.00167933	0.022103	0.000892915	0.00612367	0.0101628	0.0749647	0.0801961	0.0242998	0.0346831	0.0139873	0.0218702	0.0621811	0.0052448	0.0527991	0.00569428	0.0044277	0.000934354	0.00793205	0.0129719	0.0670921	0.0140248	0.00567002	0.00192697	0.010222	0.0379592	0.0034354	0.0186858	0.0102376	0.000603057	0.0183631	0.00350501	0.0126398	0.040692	0.000744318	0.0212598	0.0503662	0.420637	0.579363	2.243658
